name;open;high;low;close;volume;marketCap;timestamp
"2781";0.5712490082;1;0.5683140159;1;37.05;251600;"2015-03-01T00:00:00.000Z"
"2781";1;1;1;1;613.07;251600;"2015-04-01T00:00:00.000Z"
"2781";1;1;1;1;2522.38;451600;"2015-05-01T00:00:00.000Z"
"2781";1;1;1;1;472575;451600;"2015-06-01T00:00:00.000Z"
"2781";1;1;1;1;110.28;451600;"2015-07-01T00:00:00.000Z"
"2781";1;1;1;1;7021.69;451600;"2015-08-01T00:00:00.000Z"
"2781";1;1;1;1;142982;451600;"2015-09-01T00:00:00.000Z"
"2781";1;1;1;1;26367.3;451600;"2015-10-01T00:00:00.000Z"
"2781";1;1;1;1;659724;451600;"2015-11-01T00:00:00.000Z"
"2781";1;1.0003900528;0.9994540215;1;6995.13;951600;"2015-12-01T00:00:00.000Z"
"2781";1;1.0025500059;0.9996920228;0.9999989867;10385;1451598.55;"2016-01-01T00:00:00.000Z"
"2781";0.9999989867;1.0010700226;0.9996640086;1.0000200272;77532.3;1451629.03;"2016-02-01T00:00:00.000Z"
"2781";1.0000200272;1.0003199577;0.9998220205;1;147747;1451591;"2016-03-01T00:00:00.000Z"
"2781";1;1.0008100271;0.9995160103;1;454278;1951591;"2016-04-01T00:00:00.000Z"
"2781";1;1.0065000057;0.9999989867;1;2580270;1951591;"2016-05-01T00:00:00.000Z"
"2781";1;1.0000100136;0.9999319911;1;1322550;5951591;"2016-06-01T00:00:00.000Z"
"2781";1;1.0001900196;0.9999629855;0.9999629855;893038;6951333.79;"2016-07-01T00:00:00.000Z"
"2781";0.9999619722;1.0010700226;0.9620580077;1;908476;6951591;"2016-08-01T00:00:00.000Z"
"2781";1;1.0010099411;0.9998880029;1;402548;6951590.95;"2016-09-01T00:00:00.000Z"
"2781";1;1;0.9999970198;1;1022220;6951589.73;"2016-10-01T00:00:00.000Z"
"2781";1;1;0.9999970198;1;517118;6951589.72;"2016-11-01T00:00:00.000Z"
"2781";1;1.0005700588;0.9999539852;1.0000100136;775440;9951689.24;"2016-12-01T00:00:00.000Z"
"2781";1.0000100136;1.0005899668;0.9999790192;0.9999970198;2762940;24951515.97;"2017-01-01T00:00:00.000Z"
"2781";0.9999970198;1.0017900467;0.849808991;0.9999700189;5557310;24950245.91;"2017-02-01T00:00:00.000Z"
"2781";0.9999719858;1.0003800392;0.9998310208;1;34115800;54950855.56;"2017-03-01T00:00:00.000Z"
"2781";1.0000200272;1.0012899637;0.9135389924;0.9368540049;23739900;59033935.1;"2017-04-01T00:00:00.000Z"
"2781";0.9368550181;1.2098100185;0.9193980098;1.036280036;84739904;108802860.87;"2017-05-01T00:00:00.000Z"
"2781";1.035670042;1.0900000334;0.9511889815;1.0058300495;72550400;216233928.16;"2017-06-01T00:00:00.000Z"
"2781";1.0104000568;1.0397100449;0.9696649909;1.0009200573;75184896;319795154.01;"2017-07-01T00:00:00.000Z"
"2781";1.0027799606;1.0361399651;0.9554039836;1.0031199455;109217000;320495343.74;"2017-08-01T00:00:00.000Z"
"2781";1.0040500164;1.0507700443;0.9664040208;0.9964879751;117411000;435526611.88;"2017-09-01T00:00:00.000Z"
"2781";0.9972659945;1.0189100504;0.9811649919;1.0007100105;184182000;452382631.06;"2017-10-01T00:00:00.000Z"
"2781";1.0011099577;1.1059099436;0.9556180239;1.0081000328;1043969984;770205888.24;"2017-11-01T00:00:00.000Z"
"2781";1.0072000027;1.0880000591;0.9630889893;1.0122599602;1927010048;1384862617.92;"2017-12-01T00:00:00.000Z"
"2781";1.0125499964;1.0698900223;0.9714030027;0.9902740121;2663930112;2195576901.97;"2018-01-01T00:00:00.000Z"
"2781";0.9915580153;1.0481799841;0.9251440167;0.9989029765;2414230016;2214708610.05;"2018-02-01T00:00:00.000Z"
"2781";0.9998469949;1.0241199732;0.9796329737;1.0007699728;1763719936;2288901911.95;"2018-03-01T00:00:00.000Z"
"2781";0.9957020283;1.0205899477;0.9807779789;0.9989190102;4498440192;2414527884.3;"2018-04-01T00:00:00.000Z"
"2781";1.0002499819;1.0193400383;0.9829049706;0.998003006;2613339904;2502134053.32;"2018-05-01T00:00:00.000Z"
"2781";0.9990879893;1.0263700485;0.9717360139;0.9991919994;2540620032;2704952976.23;"2018-06-01T00:00:00.000Z"
"2781";0.9973229766;1.014179945;0.9797819853;0.999507;3253100000;2460926510.43;"2018-07-01T00:00:00.000Z"
"2781";0.999215;1.02623;0.978541;1.00351;2659230000;2751765248.2;"2018-08-01T00:00:00.000Z"
"2781";1.0017;1.03331;0.96457;1.00036;3307320000;2807432047.45;"2018-09-01T00:00:00.000Z"
"2781";0.996818;1.01755;0.925284;0.988122;2152470000;1755321398.25;"2018-10-01T00:00:00.000Z"
"2781";0.987386;1.01788;0.945723;0.9918225919;4065662222.09;1841241017.55;"2018-11-01T00:00:00.000Z"
"2781";0.9949610642;1.0486951489;0.9820764184;1.0137219053;3447513903.7;1884199082.06;"2018-12-01T00:00:00.000Z"
"2781";1.0152846695;1.0481809967;1.0041273143;1.006489651;4110696174.19;2033970566.26;"2019-01-01T00:00:00.000Z"
"2781";1.0047963135;1.0491157806;0.9867687129;1.0100673219;7911756336.19;2041809695.17;"2019-02-01T00:00:00.000Z"
"2781";1.0097858524;1.053421069;0.9932537975;1.0005588947;8108743210.99;2029986704.61;"2019-03-01T00:00:00.000Z"
"2781";1.0005733379;1.0382064827;0.974206416;1.0060488306;12702033347.37;2851502734.47;"2019-04-01T00:00:00.000Z"
"2781";1.0061735086;1.0303301066;0.9766097888;1.0034727098;25677215086.28;3141419356.5;"2019-05-01T00:00:00.000Z"
"2781";1.0030356967;1.0212506994;0.970494081;0.9924869916;27348295158.14;3573328668.1;"2019-06-01T00:00:00.000Z"
"2781";0.9915383435;1.0212211101;0.9769747514;1.0037499063;17287662489.13;4041560024.65;"2019-07-01T00:00:00.000Z"
"2781";1.0035545961;1.0206184382;0.9888114104;1.0037439063;13595017429.86;4022874816.26;"2019-08-01T00:00:00.000Z"
"2781";1.0039185825;1.0572028117;0.9936797525;1.0041085338;21100592343.51;4124922495.64;"2019-09-01T00:00:00.000Z"
"2781";1.0030355957;1.0352391992;0.9693534506;1.0064185993;30727310847.66;4134412347.45;"2019-10-01T00:00:00.000Z"
"2781";1.0065377838;1.0306668163;0.9813919232;1.0017033446;19145198647.72;4115041871.32;"2019-11-01T00:00:00.000Z"
"2781";1.0018170883;1.044160982;0.9792621268;0.9996785622;24214120056.11;4106723975.41;"2019-12-01T00:00:00.000Z"
"2781";0.9995707104;1.0259115609;0.9865150328;1.0006478419;40496855325.19;4645374933.94;"2020-01-01T00:00:00.000Z"
"2781";1.0002517879;1.0309587599;0.9893978004;1.0063683239;44948749120.53;4671931513.54;"2020-02-01T00:00:00.000Z"
"2781";1.0063404402;1.0848018246;0.8994899733;1.0030270881;38970696054.34;6184759499.93;"2020-03-01T00:00:00.000Z"
"2781";1.0035985485;1.0246366459;0.9742148364;1.0051122554;89936833209.52;6393551731.86;"2020-04-01T00:00:00.000Z"
"2781";1.0031737319;1.06048507;0.9711674657;0.9980332993;35009124469.7;8780766210.21;"2020-05-01T00:00:00.000Z"
"2781";0.9996007328;1.0353091339;0.985651299;0.9999042143;18926019120.36;9187111584.26;"2020-06-01T00:00:00.000Z"
"2781";0.9996457091;1.0202627853;0.9905762982;1.0001413824;31216575236.92;9999635295.38;"2020-07-01T00:00:00.000Z"
