name;open;high;low;close;volume;marketCap;timestamp
"2781";1.0012892841;1.0347078354;0.9844153214;1.0010404802;1383114.27;0;"2019-11-25T00:00:00.000Z"
"2781";1.0021830291;1.0334860053;0.9847916865;1.0036608659;4015579.08;0;"2019-12-02T00:00:00.000Z"
"2781";1.0036608659;1.0138019503;0.98159373;1.0032213136;1505775.03;0;"2019-12-09T00:00:00.000Z"
"2781";1.0032213136;1.0256612068;0.9939783782;0.999937035;1591895.09;0;"2019-12-16T00:00:00.000Z"
"2781";0.999937035;1.0311987586;0.9942255176;1.0039442025;3967640.18;0;"2019-12-23T00:00:00.000Z"
"2781";1.0063560518;1.0155981184;0.991769891;1.0076349997;4610513.6;0;"2019-12-30T00:00:00.000Z"
"2781";1.0061918579;1.0129605093;0.9899545831;1.0016923595;3966034.51;0;"2020-01-06T00:00:00.000Z"
"2781";1.0008774368;1.0239170826;0.9507622324;0.9859407485;16767021.89;0;"2020-01-13T00:00:00.000Z"
"2781";0.9859407485;1.0125654006;0.9780474743;1.006592085;14292201.3;101625920.13;"2020-01-20T00:00:00.000Z"
"2781";1.0064257478;1.0352065821;0.9859662479;0.9963932422;16968249.96;105284831.54;"2020-01-27T00:00:00.000Z"
"2781";0.9963932422;1.0387132059;0.988934331;1.0086341684;20790340.23;114817571.9;"2020-02-03T00:00:00.000Z"
"2781";1.012737818;1.028857755;0.9731901762;0.9911975911;24721715.93;125599792.06;"2020-02-10T00:00:00.000Z"
"2781";0.9916928932;1.0313424601;0.9627508627;1.0125726384;15799635.04;122509115.6;"2020-02-17T00:00:00.000Z"
"2781";1.0136785813;1.020572789;0.975800874;0.9995189867;25826815.13;116656789.95;"2020-02-24T00:00:00.000Z"
"2781";0.9996089474;1.0227707934;0.9746139136;0.9774001947;20791946.06;118613644.52;"2020-03-02T00:00:00.000Z"
"2781";0.976486984;1.1148251409;0.975598308;1.0344666789;28727471.15;99303090.51;"2020-03-09T00:00:00.000Z"
"2781";1.0353961942;1.0665650669;0.9640402281;0.9713024759;13047507.73;78568469.65;"2020-03-16T00:00:00.000Z"
"2781";0.9713024759;1.0492859086;0.9687285339;0.9812886906;10464517.26;79650412.75;"2020-03-23T00:00:00.000Z"
"2781";0.9807106423;1.0442611053;0.9786795474;1.0102077483;10032522.09;87012473.45;"2020-03-30T00:00:00.000Z"
"2781";1.0090566219;1.0522468505;0.9858191879;1.0100756858;13380742.95;80562058.14;"2020-04-06T00:00:00.000Z"
"2781";1.0109178216;1.0385080751;0.9745881243;1.0114859976;18523518.38;87766452.61;"2020-04-13T00:00:00.000Z"
"2781";1.0119507436;1.0284046721;0.9892770192;1.0098466785;13488537.44;97567652.03;"2020-04-20T00:00:00.000Z"
"2781";1.0103218591;1.0424887146;0.9865713465;0.9933005491;15160971.82;110092898.58;"2020-04-27T00:00:00.000Z"
"2781";0.9937148825;1.0205093516;0.945504934;1.0091302581;28200452.94;110223365.99;"2020-05-04T00:00:00.000Z"
"2781";1.0097327004;1.0293154608;0.9776693263;0.993896031;7680860.84;109584304.85;"2020-05-11T00:00:00.000Z"
"2781";0.9952664679;1.0254014436;0.9841962139;0.9865839923;7440922.71;118979752.65;"2020-05-18T00:00:00.000Z"
"2781";0.9858214133;1.0188164503;0.9818614906;0.9923398583;7713503.89;128749943.68;"2020-05-25T00:00:00.000Z"
"2781";0.9927871781;1.0197618238;0.9903040352;1.0071363894;7107409.23;135814147.63;"2020-06-01T00:00:00.000Z"
"2781";1.0074416465;1.0206567427;0.9832091204;1.0095878139;20182240.57;126687924.25;"2020-06-08T00:00:00.000Z"
"2781";1.0095878139;1.0144746632;0.9944421144;0.9992053487;6025804.71;125385082.69;"2020-06-15T00:00:00.000Z"
"2781";0.9989300889;1.0126939503;0.9888391615;1.0027043202;6535164.58;127766776.24;"2020-06-22T00:00:00.000Z"
"2781";1.0013965781;1.0172903836;0.9958425831;1.0070951733;7311529.19;174935586.77;"2020-06-29T00:00:00.000Z"
"2781";1.0070951733;1.0199127575;1.0050101929;1.0162900437;7049854.43;193359878.64;"2020-07-06T00:00:00.000Z"
"2781";1.0162900437;1.0199395346;0.9990179152;1.0067697775;8571477.14;219962050.33;"2020-07-13T00:00:00.000Z"
"2781";1.0072141729;1.0370836476;1.0034926857;1.0074443444;19326007.06;276534297.9;"2020-07-20T00:00:00.000Z"
"2781";1.0074652937;1.0399909151;1.0020889165;1.010088342;25100823.3;366675255.66;"2020-07-27T00:00:00.000Z"
"2781";1.0098826629;1.0273037013;1.0039288455;1.0212849704;19569801.92;384329737.36;"2020-08-03T00:00:00.000Z"
"2781";1.01552421;323.1673527;0.99739302;1.00795173;1904334341.09;420688097.44;"2020-08-10T00:00:00.000Z"
"2781";1.0079662;1.03029738;0.98727951;1.00564737;481009428.63;434446952.76;"2020-08-17T00:00:00.000Z"
"2781";1.00562698;1.15324059;0.00941859;1.01189935;628662486.97;445081478.72;"2020-08-24T00:00:00.000Z"
"2781";1.01280847;1.0299639;0.89975119;1.01873404;1631399599.36;426016661.54;"2020-08-31T00:00:00.000Z"
"2781";1.01873371;1.0432519;1.01278844;1.02420031;914385125.66;468574720.75;"2020-09-07T00:00:00.000Z"
"2781";1.02280154;1.0411919;1.00803394;1.01164697;1924397946.13;811105891.97;"2020-09-14T00:00:00.000Z"
"2781";1.00928867;1.01499159;1.00827942;1.01019189;1039730150.64;929951744.46;"2020-09-21T00:00:00.000Z"
"2781";1.01069357;1.01762143;1.00545008;1.01088088;704363211.11;874998510.9;"2020-09-28T00:00:00.000Z"
"2781";1.01088182;1.01670468;1.00615446;1.00725296;656813234.25;906395871.09;"2020-10-05T00:00:00.000Z"
"2781";1.0142035;1.01634236;1.0048505;1.00668896;593167694.82;910040822.15;"2020-10-12T00:00:00.000Z"
"2781";1.00661516;1.01273494;0.995828;0.9968779;676039670.32;934636882.93;"2020-10-19T00:00:00.000Z"
"2781";0.99687816;1.01788618;0.9916456;0.99918976;1820541101.89;937185380.65;"2020-10-26T00:00:00.000Z"
"2781";0.9991875;1.01229065;0.99404793;1.00861297;647849018.61;960944301.07;"2020-11-02T00:00:00.000Z"
"2781";1.00861379;1.00907682;1.0009572;1.00219682;553544919.95;1013497083.21;"2020-11-09T00:00:00.000Z"
"2781";1.00219376;1.00425639;0.99778909;1.00152137;838486385.64;1020220372.11;"2020-11-16T00:00:00.000Z"
"2781";1.00152207;1.02000011;0.99949252;1.00390913;1001755915.85;1033591986.39;"2020-11-23T00:00:00.000Z"
"2781";1.00404727;1.0082787;1.00235993;1.00514879;971756601.9;1079654388.75;"2020-11-30T00:00:00.000Z"
"2781";1.00513798;1.00766883;0.99854021;1.00217857;870493790.34;1094906043.56;"2020-12-07T00:00:00.000Z"
"2781";1.00214116;1.00403785;0.9993925;1.00075761;1457761108.34;1125824653.49;"2020-12-14T00:00:00.000Z"
"2781";1.00058806;1.00327352;0.99865958;1.00289175;1332008268.84;1106811793.68;"2020-12-21T00:00:00.000Z"
"2781";1.00289892;1.00582269;0.99901544;1.0013983;2483513647.67;1225566701.06;"2020-12-28T00:00:00.000Z"
"2781";1.00140536;1.00768948;0.99921605;0.99969775;3537625429.43;1422702198.24;"2021-01-04T00:00:00.000Z"
"2781";0.99956848;1.01307608;0.99845315;1.00068518;3122743518.62;1381057071.23;"2021-01-11T00:00:00.000Z"
"2781";1.000816;1.00387702;0.99918654;1.001979;2595461702.37;1534097441.68;"2021-01-18T00:00:00.000Z"
"2781";1.00196979;1.00292993;0.9991492;1.00027682;9547228875.07;1650031304.01;"2021-01-25T00:00:00.000Z"
"2781";1.00031283;1.00255918;0.99978492;1.00165541;2062194839.94;1809709946.96;"2021-02-01T00:00:00.000Z"
"2781";1.00164527;1.00312499;0.99897928;1.0017999;2668347935.17;2077382846.36;"2021-02-08T00:00:00.000Z"
"2781";1.00180445;1.01250581;0.99674189;1.00079656;2275979304.3;2379406774.69;"2021-02-15T00:00:00.000Z"
"2781";1.00076635;1.01932518;0.99975064;1.00301402;4644965458.86;2339382380.18;"2021-02-22T00:00:00.000Z"
"2781";1.00317776;1.0034441;0.99872422;1.00063958;2414038319.29;2555921014.35;"2021-03-01T00:00:00.000Z"
"2781";1.00057182;1.00278902;1.00030221;1.00179988;2255204090.2;2752612927.97;"2021-03-08T00:00:00.000Z"
"2781";1.00179662;1.00824274;0.97978653;1.00042833;1616439421.63;2888155180.16;"2021-03-15T00:00:00.000Z"
"2781";1.00099962;1.00751562;0.99772931;1.00146711;1933875693.43;2989478008.46;"2021-03-22T00:00:00.000Z"
"2781";1.0014083;1.02338331;0.99929004;1.00671266;2331661657.82;3206103303.31;"2021-03-29T00:00:00.000Z"
"2781";1.00668866;1.00881616;0.99802507;1.00321133;2186326696.36;3283427603.32;"2021-04-05T00:00:00.000Z"
"2781";1.00312374;1.02661973;0.99832268;0.99915892;3083433000.87;3559846718.75;"2021-04-12T00:00:00.000Z"
"2781";0.99948148;1.00391654;0.99322895;1.00037109;4111339112.63;3616203238.58;"2021-04-19T00:00:00.000Z"
"2781";1.00034866;1.00984066;0.99620347;0.99957704;2796043233.03;3942813408.71;"2021-04-26T00:00:00.000Z"
"2781";1.00056746;1.0056742;0.99832269;1.00029524;3852333974.52;4661098390.99;"2021-05-03T00:00:00.000Z"
"2781";1.00030169;1.00523894;0.99725322;1.00015832;5464448486.16;4898116895.57;"2021-05-10T00:00:00.000Z"
"2781";1.00023055;1.01987963;0.98963231;1.00182172;8876041460.23;4249414923.73;"2021-05-17T00:00:00.000Z"
"2781";1.00167473;1.00398743;0.99957988;1.00043757;3792152897.65;4675430151.39;"2021-05-24T00:00:00.000Z"
"2781";1.00053238;1.00302618;0.99963827;1.00193189;2495315388.25;4820793379.74;"2021-05-31T00:00:00.000Z"
"2781";1.00199676;1.00286397;0.99914239;1.00112896;2384672936.03;5219540064.29;"2021-06-07T00:00:00.000Z"
"2781";1.00116504;1.0113609;0.99912014;1.00203507;2150793811.85;5222559515.67;"2021-06-14T00:00:00.000Z"
"2781";1.00192142;1.0040201;0.99828406;1.00250139;2922260565.62;5158236753.01;"2021-06-21T00:00:00.000Z"
"2781";1.00251628;1.00255378;0.99912181;1.00059093;2088257965.47;5441884560.72;"2021-06-28T00:00:00.000Z"
"2781";1.00075486;1.00219138;0.99706801;1.00065187;2156372499.73;5494799509.33;"2021-07-05T00:00:00.000Z"
"2781";1.00064163;1.00260688;0.99899482;1.00118482;2252821927.32;5505940078.84;"2021-07-12T00:00:00.000Z"
"2781";1.00115323;1.00356308;0.99947273;1.00134601;2400706779.07;5548580155.93;"2021-07-19T00:00:00.000Z"
"2781";1.00141691;1.00665449;0.99955478;1.00094059;3980102257.09;5672046362.01;"2021-07-26T00:00:00.000Z"
"2781";1.00068008;1.00238963;0.99875852;1.00013851;4462310238.56;5789610147.86;"2021-08-02T00:00:00.000Z"
"2781";1.0003597;1.00865354;0.99913635;1.00146657;3376653429.14;5982821107.52;"2021-08-09T00:00:00.000Z"
"2781";1.00161941;1.00232659;0.99947896;1.0013436;3250239460.75;6063781007.71;"2021-08-16T00:00:00.000Z"
